Country,Year,Condition,Sex,Age Group,Deaths
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,<1   ,0
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,01-04,0
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,05-09,0
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,10-14,1
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,15-19,0
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,20-24,0
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,25-29,1
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,30-34,8
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,35-39,11
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,40-44,52
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,45-49,197
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,50-54,396
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,55-59,755
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,60-64,"1,308"
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,65-69,"2,035"
England and Wales,2014,"Malignant neoplasm of trachea, bronchus and lung",Female,70-74,"2,241"
England and Wales,2014,Malignant neoplasm of unspecified parts of uterus and body of uterus,Female,<1   ,0
England and Wales,2014,Malignant neoplasm of unspecified parts of uterus and body of uterus,Female,01-04,0
England and Wales,2014,Malignant neoplasm of unspecified parts of uterus and body of uterus,Female,05-09,0
England and Wales,2014,Malignant neoplasm of unspecified parts of uterus and body of uterus,Female,10-14,0
England and Wales,2014,Malignant neoplasm of unspecified parts of uterus and body of uterus,Female,15-19,0
England and Wales,2014,Malignant neoplasm of unspecified parts of uterus and body of uterus,Female,20-24,0
England and Wales,2014,Malignant neoplasm of unspecified parts of uterus and body of uterus,Female,25-29,2
England and Wales,2014,Malignant neoplasm of unspecified parts of uterus and body of uterus,Female,30-34,0
England and Wales,2014,Malignant neoplasm of unspecified parts of uterus and body of uterus,Female,35-39,11
England and Wales,2014,Malignant neoplasm of unspecified parts of uterus and body of uterus,Female,40-44,14
England and Wales,2014,Mesothelioma,Female,<1   ,0
England and Wales,2014,Mesothelioma,Female,01-04,0
England and Wales,2014,Mesothelioma,Female,05-09,0
England and Wales,2014,Mesothelioma,Female,10-14,0
England and Wales,2014,Mesothelioma,Female,15-19,0
England and Wales,2014,Mesothelioma,Female,20-24,0
England and Wales,2014,Mesothelioma,Female,25-29,0
England and Wales,2014,Mesothelioma,Female,30-34,2
England and Wales,2014,Mesothelioma,Female,35-39,1
England and Wales,2014,Mesothelioma,Female,40-44,1
England and Wales,2014,Mesothelioma,Female,45-49,5
England and Wales,2014,Mesothelioma,Female,50-54,14
England and Wales,2014,Mesothelioma,Female,55-59,17
England and Wales,2014,Mesothelioma,Female,60-64,29
England and Wales,2014,Mesothelioma,Female,65-69,54
England and Wales,2014,Mesothelioma,Female,70-74,60
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,<1   ,1
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,01-04,2
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,05-09,0
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,10-14,0
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,15-19,2
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,20-24,1
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,25-29,3
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,30-34,4
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,35-39,6
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,40-44,4
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,45-49,8
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,50-54,18
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,55-59,17
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,60-64,26
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,65-69,43
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,70-74,62
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,75-79,64
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,80-84,63
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,85-89,46
England and Wales,2014,Misadventures to patients during surgical and medical care,Female,90+  ,27
England and Wales,2014,Nephritis and nephrosis,Female,<1   ,0
England and Wales,2014,Nephritis and nephrosis,Female,01-04,1
England and Wales,2014,Nephritis and nephrosis,Female,05-09,1
England and Wales,2014,Nephritis and nephrosis,Female,10-14,0
England and Wales,2014,Nephritis and nephrosis,Female,15-19,1
England and Wales,2014,Nephritis and nephrosis,Female,20-24,1
England and Wales,2014,Nephritis and nephrosis,Female,25-29,2
England and Wales,2014,Nephritis and nephrosis,Female,30-34,1
England and Wales,2014,Nephritis and nephrosis,Female,35-39,0
England and Wales,2014,Nephritis and nephrosis,Female,40-44,2
England and Wales,2014,Nephritis and nephrosis,Female,45-49,11
England and Wales,2014,Nephritis and nephrosis,Female,50-54,7
England and Wales,2014,Nephritis and nephrosis,Female,55-59,16
England and Wales,2014,Nephritis and nephrosis,Female,60-64,18
England and Wales,2014,Nephritis and nephrosis,Female,65-69,48
England and Wales,2014,Nephritis and nephrosis,Female,70-74,71
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,<1   ,0
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,01-04,0
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,05-09,0
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,10-14,0
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,15-19,0
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,20-24,0
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,25-29,1
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,30-34,0
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,35-39,0
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,40-44,4
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,45-49,4
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,50-54,3
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,55-59,4
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,60-64,9
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,65-69,14
England and Wales,2014,Obstructive uropathy and prostatic hyperplasia,Female,70-74,18
England and Wales,2014,Other infections,Female,<1   ,0
England and Wales,2014,Other infections,Female,01-04,0
England and Wales,2014,Other infections,Female,05-09,0
England and Wales,2014,Other infections,Female,10-14,0
England and Wales,2014,Other infections,Female,15-19,0
England and Wales,2014,Other infections,Female,20-24,1
England and Wales,2014,Other infections,Female,25-29,0
England and Wales,2014,Other infections,Female,30-34,1
England and Wales,2014,Other infections,Female,35-39,0
England and Wales,2014,Other infections,Female,40-44,0
England and Wales,2014,Other infections,Female,45-49,1
England and Wales,2014,Other infections,Female,50-54,0
England and Wales,2014,Other infections,Female,55-59,1
England and Wales,2014,Other infections,Female,60-64,0
England and Wales,2014,Other infections,Female,65-69,1
England and Wales,2014,Other infections,Female,70-74,0
England and Wales,2014,Pertussis (whooping cough),Female,<1   ,4
England and Wales,2014,Pertussis (whooping cough),Female,01-04,0
England and Wales,2014,Pertussis (whooping cough),Female,05-09,0
England and Wales,2014,Pertussis (whooping cough),Female,10-14,0
England and Wales,2014,Pneumonia,Female,<1   ,9
England and Wales,2014,Pneumonia,Female,01-04,15
England and Wales,2014,Pneumonia,Female,05-09,4
England and Wales,2014,Pneumonia,Female,10-14,2
England and Wales,2014,Pneumonia,Female,15-19,2
England and Wales,2014,Pneumonia,Female,20-24,7
England and Wales,2014,Pneumonia,Female,25-29,9
England and Wales,2014,Pneumonia,Female,30-34,12
England and Wales,2014,Pneumonia,Female,35-39,23
England and Wales,2014,Pneumonia,Female,40-44,53
England and Wales,2014,Pneumonia,Female,45-49,51
England and Wales,2014,Pneumonia,Female,50-54,102
England and Wales,2014,Pneumonia,Female,55-59,123
England and Wales,2014,Pneumonia,Female,60-64,207
England and Wales,2014,Pneumonia,Female,65-69,321
England and Wales,2014,Pneumonia,Female,70-74,495
England and Wales,2014,Rheumatic and valvular heart disease,Female,<1   ,0
England and Wales,2014,Rheumatic and valvular heart disease,Female,01-04,1
England and Wales,2014,Rheumatic and valvular heart disease,Female,05-09,0
England and Wales,2014,Rheumatic and valvular heart disease,Female,10-14,0
England and Wales,2014,Rheumatic and valvular heart disease,Female,15-19,0
England and Wales,2014,Rheumatic and valvular heart disease,Female,20-24,0
England and Wales,2014,Rheumatic and valvular heart disease,Female,25-29,1
England and Wales,2014,Rheumatic and valvular heart disease,Female,30-34,0
England and Wales,2014,Rheumatic and valvular heart disease,Female,35-39,3
England and Wales,2014,Rheumatic and valvular heart disease,Female,40-44,4
England and Wales,2014,Rheumatic and valvular heart disease,Female,45-49,7
England and Wales,2014,Rheumatic and valvular heart disease,Female,50-54,11
England and Wales,2014,Rheumatic and valvular heart disease,Female,55-59,11
England and Wales,2014,Rheumatic and valvular heart disease,Female,60-64,19
England and Wales,2014,Rheumatic and valvular heart disease,Female,65-69,28
England and Wales,2014,Rheumatic and valvular heart disease,Female,70-74,40
England and Wales,2014,Selected respiratory diseases,Female,01-04,8
England and Wales,2014,Selected respiratory diseases,Female,05-09,2
England and Wales,2014,Selected respiratory diseases,Female,10-14,0
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,<1   ,7
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,01-04,4
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,05-09,2
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,10-14,4
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,15-19,7
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,20-24,1
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,25-29,7
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,30-34,7
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,35-39,8
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,40-44,24
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,45-49,20
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,50-54,34
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,55-59,44
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,60-64,77
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,65-69,93
England and Wales,2014,Selective invasive bacterial and protozoal infections,Female,70-74,161
England and Wales,2014,Spina bifida,Female,<1   ,1
England and Wales,2014,Spina bifida,Female,01-04,0
England and Wales,2014,Spina bifida,Female,05-09,0
England and Wales,2014,Spina bifida,Female,10-14,0
England and Wales,2014,Spina bifida,Female,15-19,1
England and Wales,2014,Spina bifida,Female,20-24,0
England and Wales,2014,Spina bifida,Female,25-29,1
England and Wales,2014,Spina bifida,Female,30-34,0
England and Wales,2014,Spina bifida,Female,35-39,3
England and Wales,2014,Spina bifida,Female,40-44,2
England and Wales,2014,Spina bifida,Female,45-49,2
England and Wales,2014,Spina bifida,Female,50-54,7
England and Wales,2014,Spina bifida,Female,55-59,3
England and Wales,2014,Spina bifida,Female,60-64,0
England and Wales,2014,Spina bifida,Female,65-69,1
England and Wales,2014,Spina bifida,Female,70-74,1
England and Wales,2014,Suicides,Female,<1   ,1
England and Wales,2014,Suicides,Female,01-04,1
England and Wales,2014,Suicides,Female,05-09,0
England and Wales,2014,Suicides,Female,10-14,9
England and Wales,2014,Suicides,Female,15-19,42
England and Wales,2014,Suicides,Female,20-24,73
England and Wales,2014,Suicides,Female,25-29,77
England and Wales,2014,Suicides,Female,30-34,91
England and Wales,2014,Suicides,Female,35-39,100
England and Wales,2014,Suicides,Female,40-44,124
England and Wales,2014,Suicides,Female,45-49,137
England and Wales,2014,Suicides,Female,50-54,149
England and Wales,2014,Suicides,Female,55-59,101
England and Wales,2014,Suicides,Female,60-64,77
England and Wales,2014,Suicides,Female,65-69,71
England and Wales,2014,Suicides,Female,70-74,57
England and Wales,2014,Suicides,Female,75-79,41
England and Wales,2014,Suicides,Female,80-84,35
England and Wales,2014,Suicides,Female,85-89,32
England and Wales,2014,Suicides,Female,90+  ,21
England and Wales,2014,Transport accidents,Female,<1   ,0
England and Wales,2014,Transport accidents,Female,01-04,9
England and Wales,2014,Transport accidents,Female,05-09,6
England and Wales,2014,Transport accidents,Female,10-14,9
England and Wales,2014,Transport accidents,Female,15-19,38
England and Wales,2014,Transport accidents,Female,20-24,48
England and Wales,2014,Transport accidents,Female,25-29,21
England and Wales,2014,Transport accidents,Female,30-34,15
England and Wales,2014,Transport accidents,Female,35-39,16
England and Wales,2014,Transport accidents,Female,40-44,23
England and Wales,2014,Transport accidents,Female,45-49,19
England and Wales,2014,Transport accidents,Female,50-54,14
England and Wales,2014,Transport accidents,Female,55-59,23
England and Wales,2014,Transport accidents,Female,60-64,16
England and Wales,2014,Transport accidents,Female,65-69,24
England and Wales,2014,Transport accidents,Female,70-74,30
England and Wales,2014,Transport accidents,Female,75-79,34
England and Wales,2014,Transport accidents,Female,80-84,43
England and Wales,2014,Transport accidents,Female,85-89,31
England and Wales,2014,Transport accidents,Female,90+  ,18
England and Wales,2014,Tuberculosis,Female,<1   ,0
England and Wales,2014,Tuberculosis,Female,01-04,0
England and Wales,2014,Tuberculosis,Female,05-09,0
England and Wales,2014,Tuberculosis,Female,10-14,0
England and Wales,2014,Tuberculosis,Female,15-19,0
England and Wales,2014,Tuberculosis,Female,20-24,0
England and Wales,2014,Tuberculosis,Female,25-29,0
England and Wales,2014,Tuberculosis,Female,30-34,1
England and Wales,2014,Tuberculosis,Female,35-39,4
England and Wales,2014,Tuberculosis,Female,40-44,0
England and Wales,2014,Tuberculosis,Female,45-49,3
England and Wales,2014,Tuberculosis,Female,50-54,6
England and Wales,2014,Tuberculosis,Female,55-59,4
England and Wales,2014,Tuberculosis,Female,60-64,10
England and Wales,2014,Tuberculosis,Female,65-69,5
England and Wales,2014,Tuberculosis,Female,70-74,21
